"","Cell","Batch","Group","ExpLibSize","time","sizeFactor","scSTM_cluster","seurat_cluster","cidr_cluster","raceID_cluster"
"Cell1112","Cell1112","Batch3","Group1",46050.7722672519,2,0.740502629886212,"topic_3","1",1,1
"Cell1113","Cell1113","Batch3","Group3",51015.6987585076,2,0.859938009361353,"topic_4","6",4,5
"Cell1114","Cell1114","Batch3","Group5",84818.4888112739,2,1.38657446104623,"topic_1","0",2,4
"Cell1115","Cell1115","Batch3","Group3",41627.3459586445,2,0.688084770242779,"topic_4","6",4,5
"Cell1116","Cell1116","Batch3","Group1",47337.9864283565,2,0.775912131195826,"topic_3","1",1,1
"Cell1117","Cell1117","Batch3","Group2",54382.1695859717,2,0.88974360069971,"topic_1","7",2,4
"Cell1118","Cell1118","Batch3","Group5",50864.575733075,2,0.822185352712879,"topic_1","0",2,4
"Cell1119","Cell1119","Batch3","Group5",49005.7582691077,2,0.797721500119055,"topic_1","0",2,4
"Cell1120","Cell1120","Batch3","Group5",86899.9237059019,1,1.42183649104081,"topic_1","0",2,4
"Cell1121","Cell1121","Batch3","Group5",67825.38266507,2,1.10406857854782,"topic_1","0",2,4
"Cell1122","Cell1122","Batch3","Group1",52724.3171814305,2,0.843224593657602,"topic_3","1",1,1
"Cell1123","Cell1123","Batch3","Group1",42426.743384578,2,0.68813392734779,"topic_3","1",1,1
"Cell1124","Cell1124","Batch3","Group5",55719.9934797986,1,0.923317903422246,"topic_1","0",2,4
"Cell1125","Cell1125","Batch3","Group5",62121.5026800808,1,1.02828470832247,"topic_1","0",2,4
"Cell1126","Cell1126","Batch3","Group5",64973.812542076,2,1.0515851760977,"topic_1","0",2,4
"Cell1127","Cell1127","Batch3","Group5",56571.4368035573,2,0.940080476231008,"topic_1","0",2,4
"Cell1128","Cell1128","Batch3","Group5",70292.7523343276,1,1.15189844172355,"topic_1","0",2,4
"Cell1129","Cell1129","Batch3","Group1",56317.7919953991,2,0.936950807211973,"topic_3","1",1,1
"Cell1130","Cell1130","Batch3","Group1",56045.8170541769,2,0.920794505365013,"topic_3","1",1,1
"Cell1131","Cell1131","Batch3","Group5",62084.073141022,1,1.01055537911516,"topic_1","0",2,4
"Cell1132","Cell1132","Batch3","Group3",56640.4837046151,2,0.916616151439075,"topic_4","6",4,5
"Cell1133","Cell1133","Batch3","Group5",47461.479124476,2,0.776157916720881,"topic_1","0",2,4
"Cell1134","Cell1134","Batch3","Group5",72306.8595736604,2,1.20031819015942,"topic_1","0",2,4
"Cell1135","Cell1135","Batch3","Group1",60464.7686181944,2,0.991007237022439,"topic_3","1",1,1
"Cell1136","Cell1136","Batch3","Group1",74597.9337756461,2,1.21719546287988,"topic_3","1",1,1
"Cell1137","Cell1137","Batch3","Group5",58170.0977107794,1,0.949518640393127,"topic_1","0",2,4
"Cell1138","Cell1138","Batch3","Group2",70048.499099265,2,1.1291059307001,"topic_1","7",2,4
"Cell1139","Cell1139","Batch3","Group4",75862.0431958808,2,1.24341258555243,"topic_2","8",3,3
"Cell1140","Cell1140","Batch3","Group1",67002.5921080248,2,1.07139548941715,"topic_3","1",1,1
"Cell1141","Cell1141","Batch3","Group5",68454.9925484918,1,1.12029042320146,"topic_1","0",2,4
"Cell1142","Cell1142","Batch3","Group1",79280.9048319704,2,1.30612066584484,"topic_3","1",1,1
"Cell1143","Cell1143","Batch3","Group3",61655.7293163209,1,1.03054593515298,"topic_4","6",4,5
"Cell1144","Cell1144","Batch3","Group5",55353.3739818629,2,0.91401082487349,"topic_1","0",2,4
"Cell1145","Cell1145","Batch3","Group5",49769.6782678847,1,0.816876385371688,"topic_1","0",2,4
"Cell1146","Cell1146","Batch3","Group1",68001.53070913,2,1.13254692805088,"topic_3","1",1,1
"Cell1147","Cell1147","Batch3","Group5",63406.4804646798,2,1.04118025553703,"topic_1","0",2,4
"Cell1148","Cell1148","Batch3","Group1",51457.5024644653,2,0.854399642196777,"topic_3","1",1,1
"Cell1149","Cell1149","Batch3","Group2",53164.9241363309,2,0.861265251196651,"topic_1","7",2,4
"Cell1150","Cell1150","Batch3","Group5",53267.9270755183,2,0.869343402120131,"topic_1","0",2,4
"Cell1151","Cell1151","Batch3","Group5",71877.7456004722,1,1.16875932874234,"topic_1","0",2,4
"Cell1152","Cell1152","Batch3","Group5",88557.7345363232,2,1.44086029068008,"topic_1","0",2,4
"Cell1153","Cell1153","Batch3","Group5",49624.9670996109,2,0.80938811970834,"topic_1","0",2,4
"Cell1154","Cell1154","Batch3","Group2",51859.7676824921,2,0.847075233550133,"topic_1","7",2,4
"Cell1155","Cell1155","Batch3","Group2",54982.8074817259,2,0.897199094959717,"topic_1","7",2,4
"Cell1156","Cell1156","Batch3","Group1",51292.0672812241,2,0.835932956414298,"topic_3","1",1,1
"Cell1157","Cell1157","Batch3","Group3",58274.7565467176,2,0.934132466524673,"topic_4","6",4,5
"Cell1158","Cell1158","Batch3","Group5",71120.5465473027,2,1.16320457587609,"topic_1","0",2,4
"Cell1159","Cell1159","Batch3","Group5",45339.5755432299,2,0.732686650189457,"topic_1","0",2,4
"Cell1160","Cell1160","Batch3","Group1",55529.9130625368,1,0.905588574214933,"topic_3","1",1,1
"Cell1161","Cell1161","Batch3","Group5",66379.914861154,2,1.09151713106833,"topic_1","0",2,4
"Cell1162","Cell1162","Batch3","Group5",50371.3823174399,2,0.829411447149501,"topic_1","0",2,4
"Cell1163","Cell1163","Batch3","Group1",82122.0695258468,2,1.33466455815458,"topic_3","1",1,1
"Cell1164","Cell1164","Batch3","Group5",62695.1925323148,2,1.02767843736067,"topic_1","0",2,4
"Cell1165","Cell1165","Batch3","Group2",42729.1214556937,2,0.704437700509783,"topic_1","7",2,4
"Cell1166","Cell1166","Batch3","Group1",60221.1717202684,2,0.989974937817208,"topic_3","1",1,1
"Cell1167","Cell1167","Batch3","Group1",60298.2130416275,2,0.992514721576111,"topic_3","1",1,1
"Cell1168","Cell1168","Batch3","Group4",63424.7554265857,2,1.03537971714573,"topic_2","8",3,3
"Cell1169","Cell1169","Batch3","Group5",48598.2454773172,2,0.792560004092896,"topic_1","0",2,4
"Cell1170","Cell1170","Batch3","Group4",70350.1825427873,2,1.15863296511006,"topic_2","8",3,3
"Cell1171","Cell1171","Batch3","Group1",59127.2970217727,2,0.958973190256916,"topic_3","1",1,1
"Cell1172","Cell1172","Batch3","Group4",46984.5179576285,2,0.768784350969226,"topic_2","8",3,3
"Cell1173","Cell1173","Batch3","Group1",87458.2258018036,2,1.43201201177809,"topic_3","1",1,1
"Cell1174","Cell1174","Batch3","Group3",58092.2234019917,2,0.962479730414369,"topic_4","6",4,5
"Cell1175","Cell1175","Batch3","Group1",54962.1850852805,2,0.881894849599615,"topic_3","1",1,1
"Cell1176","Cell1176","Batch3","Group3",70382.0786694136,2,1.15637173827956,"topic_4","6",4,5
"Cell1177","Cell1177","Batch3","Group1",78500.8331818883,2,1.30335148226255,"topic_3","1",1,1
"Cell1178","Cell1178","Batch3","Group3",44263.2594816106,2,0.728131425125101,"topic_4","6",4,5
"Cell1179","Cell1179","Batch3","Group3",61416.222066941,2,1.00721269597441,"topic_4","6",4,5
"Cell1180","Cell1180","Batch3","Group5",51742.7027284974,2,0.857217982884076,"topic_1","0",2,4
"Cell1181","Cell1181","Batch3","Group3",58372.1678107439,2,0.9525172237988,"topic_4","6",4,5
"Cell1182","Cell1182","Batch3","Group1",62353.7613723976,2,1.03161100576155,"topic_3","1",1,1
"Cell1183","Cell1183","Batch3","Group5",43566.8319704433,1,0.722232572523777,"topic_1","0",2,4
"Cell1184","Cell1184","Batch3","Group5",60676.7756011718,2,0.984649584774345,"topic_1","0",2,4
"Cell1185","Cell1185","Batch3","Group1",63409.4089323378,2,1.04458848148447,"topic_3","1",1,1
"Cell1186","Cell1186","Batch3","Group3",82981.1008060188,2,1.34308680881313,"topic_4","6",4,5
"Cell1187","Cell1187","Batch3","Group5",64918.2796610586,1,1.05251916109291,"topic_1","0",2,4
"Cell1188","Cell1188","Batch3","Group4",49595.1720714206,1,0.81176404645054,"topic_2","8",3,3
"Cell1189","Cell1189","Batch3","Group3",82284.9258381029,1,1.38401829158565,"topic_4","6",4,5
"Cell1190","Cell1190","Batch3","Group5",57209.2613034484,1,0.934968137309861,"topic_1","0",2,4
"Cell1191","Cell1191","Batch3","Group5",67537.4347199925,1,1.10914814606562,"topic_1","0",2,4
"Cell1192","Cell1192","Batch3","Group1",74615.3259644989,2,1.22392998626639,"topic_3","1",1,1
"Cell1193","Cell1193","Batch3","Group3",62840.8507316085,2,1.04195038351554,"topic_4","6",4,5
"Cell1194","Cell1194","Batch3","Group5",64059.6821076652,1,1.0511427621526,"topic_1","0",2,4
"Cell1195","Cell1195","Batch3","Group1",74163.8551408965,2,1.23077920956459,"topic_3","1",1,1
"Cell1196","Cell1196","Batch3","Group4",52157.5212630735,2,0.843732550409382,"topic_2","8",3,3
"Cell1197","Cell1197","Batch3","Group1",54763.637287794,2,0.891283856656722,"topic_3","1",1,1
"Cell1198","Cell1198","Batch3","Group1",73391.059544336,2,1.19609067912847,"topic_3","1",1,1
"Cell1199","Cell1199","Batch3","Group5",61762.1133312046,2,1.02128801370924,"topic_1","0",2,4
"Cell1200","Cell1200","Batch3","Group1",63929.0174056236,2,1.0661192934793,"topic_3","1",1,1
"Cell1201","Cell1201","Batch3","Group5",66622.6632538043,2,1.07595071448151,"topic_1","0",2,4
"Cell1202","Cell1202","Batch3","Group1",53970.1464157052,2,0.883811976695045,"topic_3","1",1,1
"Cell1203","Cell1203","Batch3","Group1",85150.7315526606,2,1.38650891823955,"topic_3","1",1,1
"Cell1204","Cell1204","Batch3","Group3",81459.6883073644,1,1.35485174261244,"topic_4","6",4,5
"Cell1205","Cell1205","Batch3","Group1",47814.8586984079,2,0.780188799331786,"topic_3","1",1,1
"Cell1206","Cell1206","Batch3","Group1",85385.7172433745,2,1.39778228098874,"topic_3","1",1,1
"Cell1207","Cell1207","Batch3","Group5",90306.6114777343,2,1.48285684406117,"topic_1","0",2,4
"Cell1208","Cell1208","Batch3","Group4",54349.4437080454,2,0.876274553926687,"topic_2","8",3,3
"Cell1209","Cell1209","Batch3","Group5",83689.9247981522,2,1.36351977879605,"topic_1","0",2,4
"Cell1210","Cell1210","Batch3","Group1",64713.951491097,2,1.0805387109492,"topic_3","1",1,1
"Cell1211","Cell1211","Batch3","Group3",63351.0292435272,2,1.03669057327936,"topic_4","6",4,5
"Cell1212","Cell1212","Batch3","Group5",48843.3628369954,1,0.799622241512815,"topic_1","0",2,4
"Cell1213","Cell1213","Batch3","Group1",67521.2167837238,2,1.10672306221841,"topic_3","1",1,1
"Cell1214","Cell1214","Batch3","Group3",70751.1641488724,2,1.16372891832954,"topic_4","6",4,5
"Cell1215","Cell1215","Batch3","Group1",48461.6647813084,2,0.791052519539225,"topic_3","1",1,1
"Cell1216","Cell1216","Batch3","Group5",78268.5728034231,2,1.28106692799088,"topic_1","0",2,4
"Cell1217","Cell1217","Batch3","Group1",54267.9633902274,2,0.877618181463655,"topic_3","1",1,1
"Cell1218","Cell1218","Batch3","Group3",54251.7719504656,2,0.883811976695045,"topic_4","6",4,5
"Cell1219","Cell1219","Batch3","Group5",75188.134962674,1,1.2627640992251,"topic_1","0",2,4
"Cell1220","Cell1220","Batch3","Group3",54841.4698433581,2,0.908701857532298,"topic_4","6",4,5
"Cell1221","Cell1221","Batch3","Group3",47944.5643345136,2,0.783203768439129,"topic_4","6",4,5
"Cell1222","Cell1222","Batch3","Group4",50510.1478776045,2,0.82172655306611,"topic_2","8",3,3
"Cell1223","Cell1223","Batch3","Group1",85599.7926003435,2,1.38994991559032,"topic_3","1",1,1
"Cell1224","Cell1224","Batch3","Group5",69249.4853107744,2,1.13218644261413,"topic_1","0",2,4
"Cell1225","Cell1225","Batch3","Group5",79509.8399838294,2,1.29478176028896,"topic_1","0",2,4
"Cell1226","Cell1226","Batch3","Group1",68819.4019103541,2,1.13854409486222,"topic_3","1",1,1
"Cell1227","Cell1227","Batch3","Group2",48270.4477930688,1,0.795689673111932,"topic_1","7",2,4
"Cell1228","Cell1228","Batch3","Group1",65653.8332989336,2,1.07460708694454,"topic_3","1",1,1
"Cell1229","Cell1229","Batch3","Group5",52838.2669209404,2,0.85977415234465,"topic_1","0",2,4
"Cell1230","Cell1230","Batch3","Group2",52679.721778474,2,0.871489929038946,"topic_1","7",2,4
"Cell1231","Cell1231","Batch3","Group5",33347.0808175449,2,0.545774951235837,"topic_1","0",2,4
"Cell1232","Cell1232","Batch3","Group1",55805.4759169898,2,0.908046429465485,"topic_3","1",1,1
"Cell1233","Cell1233","Batch3","Group4",81157.341726556,1,1.31700077175394,"topic_2","8",3,3
"Cell1234","Cell1234","Batch3","Group2",51193.2947705011,2,0.841078066738786,"topic_1","7",2,4
"Cell1235","Cell1235","Batch3","Group2",61712.0325520448,2,1.02587601017693,"topic_1","7",2,4
"Cell1236","Cell1236","Batch3","Group5",73105.6759405252,2,1.21912897567698,"topic_1","0",2,4
"Cell1237","Cell1237","Batch3","Group1",51090.4284702114,2,0.838800454206609,"topic_3","1",1,1
"Cell1238","Cell1238","Batch3","Group2",57518.4981785614,2,0.94917454065805,"topic_1","7",2,4
"Cell1239","Cell1239","Batch3","Group5",58951.6547115153,1,0.945913786025651,"topic_1","0",2,4
"Cell1240","Cell1240","Batch3","Group5",72071.7652305273,1,1.17478926695702,"topic_1","0",2,4
"Cell1241","Cell1241","Batch3","Group4",51099.6496885274,2,0.832754130290251,"topic_2","8",3,3
"Cell1242","Cell1242","Batch3","Group2",62744.3113601946,2,1.03669057327936,"topic_1","7",2,4
"Cell1243","Cell1243","Batch3","Group1",54201.4046126154,2,0.886728631592366,"topic_3","1",1,1
"Cell1244","Cell1244","Batch3","Group4",72277.3366905902,2,1.20570908600896,"topic_2","8",3,3
"Cell1245","Cell1245","Batch3","Group1",64955.3646266192,2,1.05568160151529,"topic_3","1",1,1
"Cell1246","Cell1246","Batch3","Group3",68679.8823210339,1,1.11956945232796,"topic_4","6",4,5
"Cell1247","Cell1247","Batch3","Group5",55064.4351839376,2,0.903605904312821,"topic_1","0",2,4
"Cell1248","Cell1248","Batch3","Group5",64091.3068366188,1,1.03944337115998,"topic_1","0",2,4
"Cell1249","Cell1249","Batch3","Group3",68107.5053720834,2,1.1322028283158,"topic_4","6",4,5
"Cell1250","Cell1250","Batch3","Group3",58252.3914777005,1,0.949567797498138,"topic_4","6",4,5
"Cell1251","Cell1251","Batch3","Group5",76298.7308136649,2,1.25308014953793,"topic_1","0",2,4
"Cell1252","Cell1252","Batch3","Group5",51650.3999855365,2,0.834622100280671,"topic_1","0",2,4
"Cell1253","Cell1253","Batch3","Group5",70594.3875495957,1,1.16833330049891,"topic_1","0",2,4
"Cell1254","Cell1254","Batch3","Group1",57717.2242690633,2,0.94917454065805,"topic_3","1",1,1
"Cell1255","Cell1255","Batch3","Group3",73574.7797764838,2,1.2012685608563,"topic_4","6",4,5
"Cell1256","Cell1256","Batch3","Group5",47288.501030541,2,0.782237012040579,"topic_1","0",2,4
"Cell1257","Cell1257","Batch3","Group5",65495.0793513123,2,1.06475928024066,"topic_1","0",2,4
"Cell1258","Cell1258","Batch3","Group5",52719.0791221203,2,0.853350957289875,"topic_1","0",2,4
"Cell1259","Cell1259","Batch3","Group4",70885.5817434224,2,1.17059452732942,"topic_2","8",3,3
"Cell1260","Cell1260","Batch3","Group3",39902.3663142077,2,0.651823212446307,"topic_4","6",4,5
"Cell1261","Cell1261","Batch3","Group5",58494.4878690615,2,0.964659028736525,"topic_1","0",2,4
"Cell1262","Cell1262","Batch3","Group3",96273.3617492579,2,1.58977354746017,"topic_4","6",4,5
"Cell1263","Cell1263","Batch3","Group3",83264.7378987963,1,1.34495477880355,"topic_4","6",4,5
"Cell1264","Cell1264","Batch3","Group1",67622.6252591529,1,1.11060647351428,"topic_3","1",1,1
"Cell1265","Cell1265","Batch3","Group4",73069.0103281394,2,1.18702938610477,"topic_2","8",3,3
"Cell1266","Cell1266","Batch3","Group1",112785.300005685,2,1.86056365326428,"topic_3","1",1,1
"Cell1267","Cell1267","Batch3","Group5",51015.0254340683,2,0.841536866385556,"topic_1","0",2,4
"Cell1268","Cell1268","Batch3","Group1",54937.9332731286,2,0.902327819582534,"topic_3","1",1,1
"Cell1269","Cell1269","Batch3","Group5",54865.1521562988,2,0.887760930797598,"topic_1","0",2,4
"Cell1270","Cell1270","Batch3","Group5",61996.3500383855,2,1.00999826525837,"topic_1","0",2,4
"Cell1271","Cell1271","Batch3","Group5",53260.0008144099,2,0.872341985525804,"topic_1","0",2,4
"Cell1272","Cell1272","Batch3","Group5",63388.4573736821,1,1.0434087109642,"topic_1","0",2,4
"Cell1273","Cell1273","Batch3","Group5",45334.8232320626,2,0.72378921418246,"topic_1","0",2,4
"Cell1274","Cell1274","Batch3","Group1",51328.4859363325,2,0.857988110862582,"topic_3","1",1,1
"Cell1275","Cell1275","Batch3","Group4",64511.0092474976,2,1.05938477009279,"topic_2","8",3,3
"Cell1276","Cell1276","Batch3","Group5",75436.4173171423,2,1.23164765175312,"topic_1","0",2,4
"Cell1277","Cell1277","Batch3","Group1",82614.6335114046,2,1.36119300915886,"topic_3","1",1,1
"Cell1278","Cell1278","Batch3","Group5",45317.9216888957,2,0.755511932616247,"topic_1","0",2,4
"Cell1279","Cell1279","Batch3","Group1",48185.6445030037,2,0.78371172519091,"topic_3","1",1,1
"Cell1280","Cell1280","Batch3","Group5",42186.1970467385,1,0.687511270684317,"topic_1","0",2,4
"Cell1281","Cell1281","Batch3","Group1",51724.8017483072,2,0.853301800184864,"topic_3","1",1,1
"Cell1282","Cell1282","Batch3","Group1",46920.1277902392,2,0.777272144434465,"topic_3","1",1,1
"Cell1283","Cell1283","Batch3","Group1",53103.9599627986,2,0.876258168225016,"topic_3","1",1,1
"Cell1284","Cell1284","Batch3","Group1",44926.0224698571,2,0.737766217707264,"topic_3","1",1,1
"Cell1285","Cell1285","Batch3","Group1",69999.2262230489,1,1.13823276653049,"topic_3","1",1,1
"Cell1286","Cell1286","Batch3","Group5",70307.4604737346,1,1.14852298717946,"topic_1","0",2,4
"Cell1287","Cell1287","Batch3","Group4",38915.6213841258,2,0.632783027105366,"topic_2","8",3,3
"Cell1288","Cell1288","Batch3","Group5",61177.7606526186,1,1.00581991133243,"topic_1","0",2,4
"Cell1289","Cell1289","Batch3","Group1",70008.0443156089,2,1.16284409043934,"topic_3","1",1,1
"Cell1290","Cell1290","Batch3","Group4",46872.3376298587,2,0.768899050880919,"topic_2","8",3,3
"Cell1291","Cell1291","Batch3","Group5",49885.5893419644,2,0.818859055273799,"topic_1","0",2,2
"Cell1292","Cell1292","Batch3","Group5",74251.3039022702,2,1.22566687064344,"topic_1","0",2,4
"Cell1293","Cell1293","Batch3","Group5",59322.6356269658,2,0.984780670387708,"topic_1","0",2,4
"Cell1294","Cell1294","Batch3","Group3",59529.563454622,2,0.961644059629182,"topic_4","6",4,5
"Cell1295","Cell1295","Batch3","Group1",49200.2908959399,2,0.808962091464911,"topic_3","1",1,1
"Cell1296","Cell1296","Batch3","Group1",72970.9555995076,2,1.20588932872734,"topic_3","1",1,1
"Cell1297","Cell1297","Batch3","Group1",44087.3423591414,2,0.710828124161218,"topic_3","1",1,1
"Cell1298","Cell1298","Batch3","Group5",82180.4700929206,2,1.33527082911638,"topic_1","0",2,4
"Cell1299","Cell1299","Batch3","Group1",64029.1680858596,2,1.04468679569449,"topic_3","1",1,1
"Cell1300","Cell1300","Batch3","Group2",65426.8770278758,2,1.06289131025024,"topic_1","7",2,4
